603, 22146, 0.5797499999999971, 0.5795200000000023, 1.780800000000697E-4
1222, 51097, 0.3995400000000018, 0.40077999999999747, 4.6924830000002164E-4
1849, 79670, 0.5798300000000012, 0.579189999999997, 6.516879999999615E-4
2477, 105601, 0.3992199999999997, 0.39996999999999616, 0.0018100431000000995
3020, 127401, 0.3995299999999986, 0.4009499999999946, 0.0033467540000000884
3937, 165128, 0.5792599999999979, 0.5805399999999992, 0.0038210338000000425
4242, 178599, 0.39934000000000225, 0.40031999999999357, 0.004435319900000161
5139, 214389, 0.40008000000000266, 0.40040000000000475, 0.00559066969999996
5412, 225587, 0.3995999999999995, 0.400589999999994, 0.00660383589999979
6008, 248759, 0.5799400000000006, 0.580299999999994, 0.007706065999999721
6692, 274374, 0.4006299999999996, 0.4006300000000067, 0.009102650899999669
7213, 295008, 0.39930999999999983, 0.4003500000000031, 0.010362338299999593
7926, 323463, 0.39938000000000073, 0.39987000000000705, 0.011301082399999711
8451, 343294, 0.3993499999999983, 0.39923000000000286, 0.012173336699999699
9174, 372070, 0.39923000000000286, 0.4000699999999995, 0.014531187699999587
9933, 403891, 0.39943999999999846, 0.4001700000000028, 0.016108797499999706
11037, 449628, 0.5791699999999977, 0.5799999999999983, 0.016139645999999667
11556, 470347, 0.3995000000000033, 0.4000999999999948, 0.017062121399999734
12258, 498468, 0.4001299999999972, 0.4007000000000005, 0.018242129499999888
13052, 530688, 0.3994, 0.3997200000000021, 0.018389343499999877
13251, 538633, 0.39923000000000286, 0.3996999999999957, 0.019516766299999988
14149, 574005, 0.5797499999999971, 0.5796200000000056, 0.020351282900000132
14419, 584672, 0.5798599999999965, 0.5792500000000018, 0.020990672099999948
15147, 614368, 0.5791299999999993, 0.5800799999999953, 0.023534162099999804
15798, 642120, 0.4005300000000034, 0.4006700000000052, 0.02436869589999975
16382, 665725, 0.5791800000000009, 0.5797699999999963, 0.02521001639999969
16926, 689134, 0.39938000000000073, 0.40046999999999855, 0.027113345099999995
17493, 711777, 0.3992900000000006, 0.39982999999999436, 0.02792181749999971
18087, 736238, 0.39929999999999666, 0.39945000000000164, 0.029307886499999634
19167, 783365, 0.3996799999999965, 0.4009199999999993, 0.02991378699999975
19462, 795455, 0.3994, 0.39930999999999983, 0.03002177119999976
20188, 827307, 0.3994599999999977, 0.40000999999999465, 0.030294040599999638
20745, 853102, 0.3993899999999968, 0.39958000000000027, 0.030760698099999654
21008, 865355, 0.40057000000000187, 0.4005300000000034, 0.031156483399999744
21639, 894888, 0.5798300000000012, 0.579189999999997, 0.03296373429999984
22285, 924950, 0.5798300000000012, 0.5794199999999989, 0.03344965199999963
22845, 948808, 0.39912999999999954, 0.4002799999999951, 0.0347745670999996
23429, 976340, 0.3993499999999983, 0.4002299999999934, 0.03652493529999994
24060, 1006504, 0.399320000000003, 0.39982999999999436, 0.03790164570000011
24695, 1035848, 0.5793000000000035, 0.5800100000000015, 0.03844583939999975
25209, 1057885, 0.39938000000000073, 0.4002799999999951, 0.03970022799999993
25829, 1085007, 0.5794100000000029, 0.5798400000000044, 0.041217624500000036
26914, 1132229, 0.5794599999999974, 0.5799899999999951, 0.04162548159999993
27019, 1136790, 0.39929999999999666, 0.39977000000000373, 0.041816502399999886
27757, 1165076, 0.5796100000000024, 0.5798000000000059, 0.0426653347999999
28250, 1185864, 0.3994900000000001, 0.4005200000000002, 0.04340488339999976
28936, 1213465, 0.4001999999999981, 0.40046999999999855, 0.04429146000000025
29636, 1243451, 0.39929999999999666, 0.40050999999999704, 0.0448833631000006
30113, 1262313, 0.40019000000000204, 0.40050999999999704, 0.04539557780000054
30818, 1288600, 0.4001400000000004, 0.40050999999999704, 0.0458391497000003
31378, 1310591, 0.39936999999999756, 0.39973000000000525, 0.04625697350000033
31839, 1328988, 0.39930999999999983, 0.39978999999999587, 0.04652812600000036
32693, 1361324, 0.39938000000000073, 0.4001700000000028, 0.04705972550000075
33090, 1377453, 0.39961999999999875, 0.40057000000000187, 0.04757430950000063
33829, 1406325, 0.5791800000000009, 0.5802000000000049, 0.04898811160000008
34990, 1450749, 0.39943999999999846, 0.399879999999996, 0.04960457880000007
35535, 1471034, 0.39930999999999983, 0.3996800000000036, 0.04966611240000011
36238, 1494420, 0.39945000000000164, 0.4006700000000052, 0.05075730030000004
